SR_NO,VOLTAGE,CURRENT,POWER,MODULE_TEMP,AMBIENT_TEMP,IR
9336,5.22,0.1,0.53,436,400,14
9337,5.25,0.05,0.27,439,400,13
9338,5.2,0.08,0.42,439,401,15
9339,5.22,0.05,0.27,437,400,15
9340,5.2,0.1,0.52,439,401,16
9341,5.22,0.09,0.48,437,400,16
9342,5.2,0.06,0.32,440,401,16
9343,5.18,0.11,0.57,438,401,14
9344,5.2,0.09,0.47,437,400,12
9345,5.2,0.04,0.22,437,401,14
9346,5.22,0.07,0.37,439,401,15
9347,5.2,0.04,0.22,439,400,20
9348,5.18,0.04,0.21,437,400,12
9349,5.22,0.09,0.48,437,400,16
9350,5.2,0.08,0.42,439,401,11
9351,5.2,0.07,0.37,436,401,14
9352,5.22,0.03,0.17,440,401,16
9353,5.22,0.07,0.37,436,401,17
9354,5.18,0.03,0.16,437,401,15
9355,5.22,0.05,0.27,438,400,15
9356,5.2,0.07,0.37,438,400,13
9357,5.2,0.03,0.16,437,400,14
9358,5.22,0.06,0.32,438,400,13
9359,5.2,0.06,0.32,438,401,16
9360,5.2,0.06,0.32,439,400,14
9361,5.2,0.08,0.42,437,400,16
9362,5.18,0.04,0.21,437,401,13
9363,5.22,0.06,0.32,437,401,16
9364,5.18,0.05,0.27,437,401,14
9365,5.18,0.08,0.42,436,401,15
9366,5.18,0.08,0.42,437,401,15
9367,5.18,0.09,0.47,441,401,14
9368,5.18,0.06,0.32,437,400,18
9369,5.2,0.06,0.32,439,401,12
9370,5.18,0.08,0.42,440,400,16
9371,5.22,0.02,0.11,438,401,13
9372,5.18,0.1,0.52,441,401,15
9373,5.18,0.05,0.27,439,401,14
9374,5.2,0.07,0.37,436,401,15
9375,5.2,0.01,0.06,437,400,14
9376,5.2,0.05,0.27,435,400,13
9377,5.2,0.1,0.52,438,401,14
9378,5.18,0.06,0.32,438,401,13
9379,5.2,0.06,0.32,436,401,15
9380,5.2,0.03,0.16,438,401,7
9381,5.15,0.11,0.57,436,401,15
9382,5.18,0.07,0.37,435,401,15
9383,5.18,0.06,0.32,440,401,17
9384,5.15,0.09,0.47,435,401,18
9385,5.18,0.08,0.42,438,399,16
9386,5.18,0.05,0.27,436,401,15
9387,5.18,0.04,0.21,435,401,14
9388,5.15,0.07,0.37,439,401,13
9389,5.15,0.03,0.16,437,402,15
9390,5.22,0.07,0.37,436,401,15
9391,5.15,0.09,0.47,438,401,15
9392,5.13,0.06,0.31,437,401,21
9393,5.2,0.09,0.47,438,402,14
9394,5.15,0.04,0.21,438,401,13
9395,5.2,0.04,0.22,435,401,14
9396,5.18,0.03,0.16,435,401,14
9397,5.15,0.08,0.42,436,401,13
9398,5.2,0.11,0.58,436,401,16
9399,5.18,0.07,0.37,436,402,14
9400,5.2,0.06,0.32,437,401,13
9401,5.15,0.07,0.37,435,401,15
9402,5.15,0.09,0.47,436,402,16
9403,5.15,0.09,0.47,435,401,15
9404,5.15,0.04,0.21,436,401,14
9405,5.13,0.06,0.31,436,402,15
9406,5.15,0.05,0.26,435,402,16
9407,5.13,0.07,0.36,436,401,11
9408,5.15,0.07,0.37,437,401,14
9409,5.18,0.06,0.32,434,401,16
9410,5.15,0.06,0.32,434,402,14
9411,5.18,0.06,0.32,435,401,12
9412,5.15,0.1,0.52,437,402,14
9413,5.15,0.05,0.26,435,402,13
9414,5.18,0.05,0.27,437,401,15
9415,5.15,0.08,0.42,434,402,17
9416,5.1,0.08,0.41,436,402,14
9417,5.13,0.06,0.31,439,402,12
9418,5.1,0.09,0.46,434,402,16
9419,5.15,0.03,0.16,436,402,14
9420,5.15,0.07,0.37,438,402,15
9421,5.13,0.03,0.16,434,402,14
9422,5.1,0.11,0.56,436,402,14
9423,5.13,0.02,0.11,436,402,14
9424,5.13,0.07,0.36,436,402,15
9425,5.13,0.09,0.47,436,402,14
9426,5.13,0.05,0.26,437,402,13
9427,5.15,0.06,0.32,435,402,13
9428,5.15,0.1,0.52,436,402,14
9429,5.18,0.1,0.52,436,402,10
9430,5.1,0.06,0.31,436,402,13
9431,5.13,0.07,0.36,437,402,14
9432,5.15,0.08,0.42,436,402,6
9433,5.13,0.07,0.36,436,400,12
9434,5.15,0.07,0.37,435,401,16
9435,5.13,0.04,0.21,437,402,16
9436,5.1,0.03,0.16,435,403,16
9437,5.15,0.05,0.26,434,402,12
9438,5.18,0.06,0.32,437,402,15
9439,5.1,0.06,0.31,436,402,12
9440,5.1,0.04,0.21,436,403,16
9441,5.1,0.08,0.41,438,402,15
9442,5.18,0.08,0.42,436,402,13
9443,5.15,0.03,0.16,436,402,15
9444,5.15,0.06,0.32,436,400,17
9445,5.1,0.06,0.31,436,402,15
9446,5.15,0.03,0.16,435,401,15
9447,5.15,0.05,0.26,437,401,13
9448,5.1,0.09,0.46,436,403,14
9449,5.1,0.06,0.31,435,402,15
9450,5.13,0.06,0.31,435,404,16
9451,5.13,0.04,0.21,436,402,15
9452,5.13,0.08,0.42,434,401,16
9453,5.1,0.06,0.31,434,402,14
9454,5.1,0.1,0.51,436,402,13
9455,5.08,0.05,0.26,434,402,15
9456,5.08,0.1,0.51,435,401,13
9457,5.13,0.09,0.47,435,402,14
9458,5.13,0.05,0.26,435,402,15
9459,5.08,0.06,0.31,435,402,13
9460,5.18,0.08,0.42,437,401,13
9461,5.13,0.08,0.42,437,402,15
9462,5.08,0.08,0.41,433,402,15
9463,5.1,0.05,0.26,436,402,14
9464,5.13,0.06,0.31,434,401,13
9465,5.13,0.07,0.36,432,401,13
9466,5.1,0.08,0.41,436,400,14
9467,5.13,0.08,0.42,436,402,13
9468,5.13,0.11,0.57,435,402,13
9469,5.13,0.06,0.31,436,401,15
9470,5.1,0.02,0.11,436,402,16
9471,5.13,0.08,0.42,435,401,14
9472,5.1,0.08,0.41,437,401,14
9473,5.13,0.04,0.21,436,401,10
9474,5.13,0.06,0.31,435,402,15
9475,5.13,0.06,0.31,435,402,16
9476,5.1,0.1,0.51,438,401,13
9477,5.1,0.08,0.41,436,401,15
9478,5.13,0.09,0.47,434,401,16
9479,5.1,0.08,0.41,437,402,14
9480,5.1,0.06,0.31,435,401,17
9481,5.13,0.09,0.47,433,400,14
9482,5.08,0.06,0.31,435,401,20
9483,5.1,0.05,0.26,436,401,16
9484,5.13,0.04,0.21,434,401,14
9485,5.1,0.06,0.31,436,401,16
9486,5.05,0.09,0.46,436,402,14
9487,5.1,0.09,0.46,435,401,15
9488,5.08,0.07,0.36,436,402,14
9489,5.13,0.03,0.16,436,402,16
9490,5.13,0.01,0.06,437,401,18
9491,5.13,0.06,0.31,436,401,15
9492,5.05,0.06,0.31,436,401,15
9493,5.13,0.09,0.47,434,401,15
9494,5.1,0.09,0.46,435,401,13
9495,5.1,0.08,0.41,436,401,12
9496,5.1,0.08,0.41,437,401,16
9497,5.05,0.05,0.26,435,401,12
9498,5.05,0.06,0.31,435,401,16
9499,5.13,0.09,0.47,438,401,14
9500,5.08,0.08,0.41,435,401,16
9501,5.13,0.06,0.31,436,401,20
9502,5.1,0.05,0.26,436,402,14
9503,5.08,0.04,0.21,436,401,14
9504,5.05,0.06,0.31,437,402,16
9505,5.08,0.09,0.46,435,401,16
9506,5.1,0.09,0.46,437,402,15
9507,5.08,0.08,0.41,436,402,13
9508,5.1,0.09,0.46,434,401,13
9509,5.1,0.09,0.46,436,402,15
9510,5.08,0.07,0.36,437,401,18
9511,5.08,0.06,0.31,436,401,16
9512,5.05,0.05,0.26,435,401,14
9513,5.08,0.07,0.36,436,402,14
9514,5.08,0.07,0.36,434,401,15
9515,5.08,0.06,0.31,433,401,14
9516,5.08,0.08,0.41,435,401,14
9517,5.05,0.05,0.26,436,400,15
9518,5.08,0.07,0.36,435,401,14
9519,5.08,0.1,0.51,438,401,15
9520,5.05,0.08,0.41,434,401,15
9521,5.08,0.05,0.26,433,402,11
9522,5.08,0.03,0.16,438,401,14
9523,5.03,0.06,0.31,435,403,14
9524,5.03,0.07,0.36,437,402,13
9525,5.08,0.08,0.41,437,401,15
9526,5.03,0.05,0.26,434,401,15
9527,5.03,0.09,0.46,437,401,14
9528,5.08,0.08,0.41,437,401,14
9529,5.05,0.05,0.26,434,401,18
9530,5.05,0.02,0.11,436,401,14
9531,5.05,0.04,0.21,435,401,14
9532,5.05,0.06,0.31,434,401,13
9533,5.05,0.06,0.31,435,402,14
9534,5.05,0.1,0.51,438,401,16
9535,5.05,0.07,0.36,436,401,13
9536,5,0.04,0.21,437,402,15
9537,5.05,0.06,0.31,436,400,16
9538,5.05,0.06,0.31,437,401,14
9539,5.05,0.08,0.41,435,401,16
9540,5,0.05,0.26,437,401,14
9541,5.03,0.05,0.26,436,401,16
9542,5.05,0.08,0.41,437,402,14
9543,5.05,0.01,0.06,438,401,14
9544,5.03,0.07,0.36,437,401,13
9545,5.05,0.03,0.16,434,401,21
9546,5.03,0.1,0.51,436,402,14
9547,5.05,0.04,0.21,437,401,14
9548,5.03,0.08,0.41,434,402,13
9549,5.03,0.09,0.46,437,401,13
9550,5,0.05,0.26,436,401,15
9551,5.05,0.07,0.36,434,401,15
9552,4.98,0.08,0.4,436,401,14
9553,5,0.09,0.46,437,401,14
9554,5,0.06,0.31,435,402,17
9555,5.03,0.03,0.16,435,402,13
9556,4.98,0.1,0.5,434,402,15
9557,5.03,0.07,0.36,434,401,15
9558,4.98,0.04,0.21,436,402,14
9559,5.03,0.05,0.26,435,401,13
9560,5,0.09,0.46,434,401,15
9561,5.03,0.07,0.36,435,401,15
9562,5.03,0.12,0.61,437,401,13
9563,5.03,0.04,0.21,435,401,14
9564,4.98,0.07,0.35,437,401,17
9565,4.98,0.07,0.35,437,401,17
9566,5.03,0.04,0.21,434,401,13
9567,5,0.09,0.46,433,402,15
9568,5,0.07,0.36,435,401,16
9569,5,0.09,0.46,435,401,14
9570,5.03,0.06,0.31,435,401,12
9571,5.03,0.05,0.26,434,400,14
9572,4.98,0.08,0.4,436,401,13
9573,5.03,0.04,0.21,436,401,15
9574,4.98,0.05,0.26,435,401,13
9575,5,0.08,0.41,434,401,14
9576,5,0.05,0.26,437,401,13
9577,5.03,0.02,0.11,435,401,13
9578,4.98,0.08,0.4,437,401,16
9579,4.98,0.06,0.31,437,400,14
9580,5.03,0.05,0.26,435,401,8
9581,4.98,0.05,0.26,436,400,13
9582,4.96,0.02,0.11,436,401,12
9583,5,0.02,0.11,434,401,14
9584,4.98,0.07,0.35,437,401,14
9585,5.03,0.09,0.46,434,401,15
9586,4.98,0.06,0.31,436,401,15
9587,5,0.08,0.41,436,401,16
9588,5.03,0.05,0.26,435,401,13
9589,4.98,0.07,0.35,433,401,14
9590,4.98,0.06,0.31,435,402,16
9591,4.98,0.05,0.26,436,402,15
9592,5,0.04,0.21,436,401,15
9593,5.03,0.06,0.31,437,402,14
9594,5,0.05,0.26,435,401,13
9595,5.03,0.04,0.21,436,401,12
9596,4.98,0.06,0.31,436,401,15
9597,4.98,0.04,0.21,435,402,14
9598,5.03,0.07,0.36,437,402,14
9599,4.98,0.03,0.16,432,401,14
9600,5.03,0.09,0.46,435,402,15
9601,5,0.05,0.26,436,402,16
9602,5,0.06,0.31,435,401,12
9603,4.98,0.09,0.45,436,402,13
9604,5,0.08,0.41,437,401,16
9605,5,0.1,0.5,433,401,15
9606,5,0.03,0.16,433,402,13
9607,4.96,0.07,0.35,435,401,14
9608,4.98,0.07,0.35,433,403,15
9609,4.96,0.03,0.16,434,401,14
9610,5,0.06,0.31,436,402,13
9611,4.98,0.06,0.31,435,402,13
9612,5,0.06,0.31,436,402,14
9613,4.96,0.09,0.45,437,402,17
9614,4.98,0.1,0.5,437,402,12
9615,4.93,0.05,0.25,436,401,20
9616,4.98,0.1,0.5,438,402,15
9617,5,0.06,0.31,436,402,12
9618,4.93,0.02,0.11,436,401,8
9619,4.96,0.06,0.3,435,401,13
9620,4.98,0.04,0.21,435,402,13
9621,4.93,0.04,0.2,438,400,14
9622,4.93,0.08,0.4,436,402,13
9623,4.93,0.06,0.3,437,402,14
9624,4.96,0.07,0.35,435,403,14
9625,4.93,0.04,0.2,435,401,11
9626,4.96,0.06,0.3,437,402,16
9627,4.98,0.08,0.4,437,402,13
9628,4.96,0.09,0.45,435,400,15
9629,4.96,0.11,0.55,437,402,13
9630,4.96,0.08,0.4,434,402,14
9631,4.96,0.08,0.4,435,402,15
9632,4.96,0.04,0.21,436,401,15
9633,4.93,0.04,0.2,436,401,12
9634,4.96,0.06,0.3,436,401,14
9635,4.96,0.04,0.21,436,402,14
9636,4.91,0.09,0.45,436,401,13
9637,4.93,0.09,0.45,435,402,15
9638,4.98,0.05,0.26,436,402,14
9639,4.96,0.1,0.5,433,402,12
9640,4.91,0.05,0.25,436,400,10
9641,4.93,0.08,0.4,436,401,14
9642,4.91,0.09,0.45,434,402,14
9643,4.91,0.02,0.11,437,401,15
9644,4.96,0.08,0.4,436,402,13
9645,4.91,0.04,0.2,434,401,14
9646,4.93,0.09,0.45,435,403,14
9647,4.88,0.03,0.15,438,402,16
9648,4.91,0.07,0.35,435,401,14
9649,4.93,0.11,0.55,437,400,12
9650,4.88,0.06,0.3,437,401,13
9651,4.93,0.08,0.4,436,401,15
9652,4.91,0.05,0.25,436,401,14
9653,4.91,0.07,0.35,436,401,14
9654,4.93,0.06,0.3,433,401,13
9655,4.93,0.07,0.35,438,401,13
9656,4.91,0.06,0.3,436,400,17
9657,4.91,0.09,0.45,435,400,16
9658,4.93,0.07,0.35,435,402,13
9659,4.93,0.05,0.25,434,402,18
9660,4.86,0.09,0.44,436,401,14
9661,4.91,0.02,0.11,437,401,14
9662,4.91,0.05,0.25,434,401,13
9663,4.93,0.09,0.45,437,401,12
9664,4.91,0.04,0.2,436,401,14
9665,4.93,0.06,0.3,436,401,15
9666,4.93,0.07,0.35,437,401,13
9667,4.88,0.09,0.44,436,400,16
9668,4.88,0.07,0.35,434,401,13
9669,4.93,0.05,0.25,438,401,13
9670,4.91,0.06,0.3,434,401,13
9671,4.91,0.03,0.16,432,401,13
9672,4.88,0.05,0.25,435,401,13
9673,4.91,0.05,0.25,436,401,14
9674,4.91,0.02,0.11,434,401,13
9675,4.88,0.11,0.54,436,402,14
9676,4.91,0.04,0.2,434,401,14
9677,4.86,0.07,0.35,434,401,13
9678,4.91,0,0.01,434,402,12
9679,4.88,0.02,0.11,435,401,15
9680,4.86,0.09,0.44,436,401,13
9681,4.88,0.1,0.49,433,401,14
9682,4.86,0.04,0.2,435,401,14
9683,4.88,0.08,0.4,436,401,13
9684,4.88,0.05,0.25,434,401,14
9685,4.88,0.06,0.3,435,400,14
9686,4.88,0.04,0.2,435,401,13
9687,4.88,0.07,0.35,435,401,15
9688,4.86,0.08,0.39,436,401,14
9689,4.88,0.06,0.3,434,401,14
9690,4.83,0.04,0.2,434,401,13
9691,4.86,0.08,0.39,435,401,12
9692,4.88,0.06,0.3,436,402,14
9693,4.86,0.1,0.49,435,400,16
9694,4.86,0.05,0.25,435,401,14
9695,4.83,0.08,0.39,436,400,14
9696,4.83,0.04,0.2,435,401,14
9697,4.91,0.1,0.49,438,401,13
9698,4.88,0.08,0.4,438,401,12
9699,4.83,0.11,0.54,435,400,12
9700,4.86,0.1,0.49,437,401,14
9701,4.88,0.04,0.2,435,402,13
9702,4.86,0.05,0.25,436,401,12
9703,4.88,0.07,0.35,438,400,13
9704,4.86,0.06,0.3,437,399,15
9705,4.86,0.06,0.3,435,401,14
9706,4.88,0.08,0.4,436,402,14
9707,4.81,0.06,0.29,438,400,12
9708,4.83,0.06,0.3,434,401,11
9709,4.86,0.08,0.39,438,401,14
9710,4.83,0.09,0.44,435,400,13
9711,4.83,0.08,0.39,436,401,15
9712,4.86,0.08,0.39,439,401,15
9713,4.83,0.1,0.49,435,401,13
9714,4.83,0.06,0.3,437,401,12
9715,4.81,0.07,0.34,436,401,15
9716,4.83,0.03,0.15,434,401,13
9717,4.83,0.1,0.49,436,402,16
9718,4.83,0.04,0.2,435,401,13
9719,4.86,0.06,0.3,437,401,12
9720,4.86,0.08,0.39,438,401,13
9721,4.79,0.05,0.25,437,401,18
9722,4.86,0.04,0.2,437,401,11
9723,4.81,0.04,0.2,438,400,12
9724,4.86,0.07,0.35,435,401,14
9725,4.81,0.06,0.29,437,401,12
9726,4.81,0.08,0.39,436,401,13
9727,4.81,0.05,0.25,437,401,13
9728,4.83,0.04,0.2,437,401,14
9729,4.81,0.06,0.29,436,401,11
9730,4.81,0.05,0.25,437,401,15
9731,4.83,0.05,0.25,435,401,15
9732,4.83,0.06,0.3,436,401,13
9733,4.81,0.07,0.34,436,401,13
9734,4.83,0.07,0.34,436,401,14
9735,4.81,0.07,0.34,436,400,12
9736,4.86,0.05,0.25,438,401,14
9737,4.86,0.05,0.25,435,400,15
9738,4.86,0.07,0.35,437,401,14
9739,4.86,0.09,0.44,436,401,13
9740,4.81,0.04,0.2,436,400,12
9741,4.83,0.03,0.15,436,402,13
9742,4.76,0.06,0.29,436,400,14
9743,4.83,0.06,0.3,437,400,14
9744,4.86,0.04,0.2,437,401,12
9745,4.81,0.04,0.2,437,401,12
9746,4.79,0.06,0.29,436,401,14
9747,4.79,0.04,0.2,437,401,14
9748,4.76,0.09,0.43,435,400,12
9749,4.79,0.07,0.34,436,402,12
9750,4.76,0.06,0.29,439,400,14
9751,4.79,0.07,0.34,436,400,12
9752,4.79,0.08,0.39,436,401,11
9753,4.81,0.03,0.15,436,401,14
9754,4.76,0.04,0.2,435,400,15
9755,4.81,0.08,0.39,436,400,12
9756,4.76,0.08,0.39,435,400,14
9757,4.81,0.05,0.25,436,401,15
9758,4.81,0.1,0.48,437,400,12
9759,4.81,0.05,0.25,436,401,14
9760,4.81,0.08,0.39,438,400,14
9761,4.79,0.06,0.29,438,400,15
9762,4.81,0.07,0.34,433,401,19
9763,4.79,0.07,0.34,435,400,13
9764,4.76,0.07,0.34,437,401,12
9765,4.76,0.1,0.48,435,401,21
9766,4.76,0.07,0.34,437,400,14
9767,4.76,0.06,0.29,437,402,13
9768,4.79,0.08,0.39,434,401,13
9769,4.79,0.07,0.34,436,401,16
9770,4.76,0.08,0.39,439,401,15
9771,4.79,0.06,0.29,435,400,14
9772,4.79,0.07,0.34,437,402,15
9773,4.74,0.12,0.57,437,401,14
9774,4.76,0.06,0.29,436,401,11
9775,4.76,0.05,0.24,436,401,14
9776,4.79,0.1,0.48,434,401,14
9777,4.76,0.07,0.34,436,401,18
9778,4.76,0.06,0.29,438,401,13
9779,4.74,0.08,0.38,435,400,13
9780,4.79,0.1,0.48,437,400,15
9781,4.79,0.04,0.2,434,400,19
9782,4.76,0.1,0.48,435,400,14
9783,4.79,0.04,0.2,436,401,14
9784,4.76,0.08,0.39,435,400,13
9785,4.76,0.09,0.43,438,401,15
9786,4.79,0.09,0.44,437,401,14
9787,4.79,0.09,0.44,436,402,9
9788,4.74,0.1,0.48,438,401,12
9789,4.79,0.09,0.44,438,401,15
9790,4.76,0.03,0.15,436,400,14
9791,4.71,0.07,0.34,436,401,14
9792,4.74,0.06,0.29,435,401,13
9793,4.79,0.1,0.48,436,401,16
9794,4.76,0.03,0.15,437,400,16
9795,4.76,0.1,0.48,436,400,11
9796,4.76,0.06,0.29,437,401,13
9797,4.71,0.08,0.38,436,401,14
9798,4.76,0.1,0.48,436,400,15
9799,4.74,0.06,0.29,436,401,14
9800,4.76,0.1,0.48,437,401,14
9801,4.71,0.08,0.38,436,400,15
9802,4.71,0.07,0.34,438,401,13
9803,4.74,0.08,0.38,434,400,14
9804,4.71,0.03,0.15,435,401,14
9805,4.74,0.09,0.43,436,401,14
9806,4.71,0.07,0.34,434,401,13
9807,4.76,0.07,0.34,436,400,10
9808,4.74,0.08,0.38,436,401,13
9809,4.74,0.04,0.2,437,401,13
9810,4.74,0.05,0.24,436,400,14
9811,4.71,0.06,0.29,435,400,13
9812,4.69,0.06,0.29,437,400,13
9813,4.71,0.04,0.2,436,401,13
9814,4.74,0.02,0.1,435,401,13
9815,4.74,0.05,0.24,435,400,15
9816,4.74,0.08,0.38,437,401,14
9817,4.74,0.05,0.24,434,400,13
9818,4.74,0.03,0.15,436,401,13
9819,4.74,0.05,0.24,437,400,13
9820,4.74,0.07,0.34,435,400,13
9821,4.74,0.01,0.06,439,400,11
9822,4.69,0.03,0.15,436,400,11
9823,4.69,0.08,0.38,436,401,13
9824,4.71,0.05,0.24,439,400,15
9825,4.74,0.07,0.34,434,401,14
9826,4.74,0.08,0.38,435,402,12
9827,4.69,0.07,0.33,436,400,12
9828,4.71,0.1,0.48,438,400,16
9829,4.69,0.06,0.29,435,401,13
9830,4.74,0.06,0.29,437,400,8
9831,4.71,0.04,0.2,434,401,13
9832,4.71,0.04,0.2,436,401,13
9833,4.71,0.08,0.38,437,401,15
9834,4.74,0.07,0.34,435,401,15
9835,4.69,0.07,0.33,435,400,13
9836,4.69,0.04,0.19,438,401,14
9837,4.69,0.06,0.29,436,400,14
9838,4.69,0.09,0.43,435,401,12
9839,4.71,0.03,0.15,436,400,11
9840,4.69,0.13,0.61,438,400,14
9841,4.69,0.05,0.24,436,400,11
9842,4.66,0.07,0.33,437,401,10
9843,4.69,0.03,0.15,437,400,15
9844,4.71,0.08,0.38,436,400,13
9845,4.69,0.05,0.24,435,401,14
9846,4.69,0.08,0.38,436,401,13
9847,4.66,0.11,0.52,436,400,15
9848,4.69,0.09,0.43,435,400,14
9849,4.69,0.06,0.29,437,401,12
9850,4.74,0.07,0.34,436,400,14
9851,4.71,0.06,0.29,436,400,15
9852,4.66,0.07,0.33,436,400,13
9853,4.66,0.04,0.19,436,400,12
9854,4.64,0.07,0.33,436,401,14
9855,4.66,0.04,0.19,438,400,13
9856,4.69,0.05,0.24,436,400,8
9857,4.69,0.09,0.43,436,400,12
9858,4.66,0.1,0.47,436,400,14
9859,4.66,0.08,0.38,433,400,14
9860,4.69,0.06,0.29,436,400,14
9861,4.64,0.07,0.33,436,401,15
9862,4.66,0.1,0.47,435,401,12
9863,4.66,0.08,0.38,436,400,12
9864,4.61,0.07,0.33,438,400,13
9865,4.66,0.05,0.24,436,400,13
9866,4.64,0.06,0.28,435,401,14
9867,4.64,0.07,0.33,435,400,14
9868,4.64,0.06,0.28,435,400,7
9869,4.66,0.03,0.15,436,401,11
9870,4.66,0.02,0.1,435,400,11
9871,4.64,0.06,0.28,435,400,14
9872,4.66,0.1,0.47,437,401,14
9873,4.64,0.05,0.24,438,400,15
9874,4.64,0.04,0.19,435,400,13
9875,4.61,0.06,0.28,437,401,13
9876,4.64,0.11,0.51,437,400,14
9877,4.64,0.03,0.15,437,400,12
9878,4.64,0.02,0.1,438,401,15
9879,4.66,0.07,0.33,434,400,16
9880,4.64,0.04,0.19,435,400,12
9881,4.64,0.07,0.33,435,401,12
9882,4.61,0.02,0.1,435,402,12
9883,4.66,0.05,0.24,435,400,13
9884,4.64,0.06,0.28,434,401,12
9885,4.61,0.02,0.1,437,400,13
9886,4.64,0.04,0.19,435,400,14
9887,4.64,0.05,0.24,435,401,13
9888,4.64,0.1,0.47,434,401,11
9889,4.61,0.06,0.28,436,400,12
9890,4.64,0.03,0.15,436,401,14
9891,4.59,0.08,0.37,436,400,13
9892,4.59,0.09,0.42,433,400,14
9893,4.59,0.03,0.15,433,400,13
9894,4.64,0.06,0.28,436,401,14
9895,4.61,0.07,0.33,434,400,14
9896,4.61,0.04,0.19,436,400,13
9897,4.64,0.09,0.42,435,400,14
9898,4.59,0.04,0.19,437,400,17
9899,4.61,0.08,0.37,436,400,15
9900,4.64,0.07,0.33,438,400,12
9901,4.57,0.07,0.32,435,401,10
9902,4.59,0.06,0.28,435,402,12
9903,4.59,0.08,0.37,437,401,14
9904,4.64,0.05,0.24,434,400,13
9905,4.61,0.09,0.42,434,401,11
9906,4.61,0.07,0.33,436,400,14
9907,4.59,0.07,0.33,434,400,11
9908,4.61,0.07,0.33,434,400,14
9909,4.59,0.09,0.42,436,401,14
9910,4.61,0.04,0.19,435,400,14
9911,4.59,0.03,0.15,435,401,14
9912,4.59,0.1,0.46,434,400,12
9913,4.61,0.07,0.33,435,400,14
9914,4.59,0.06,0.28,437,400,13
9915,4.59,0.08,0.37,435,400,15
9916,4.59,0.07,0.33,437,400,13
9917,4.61,0.04,0.19,435,400,15
9918,4.57,0.05,0.23,432,400,12
9919,4.59,0.05,0.24,435,401,15
9920,4.61,0.07,0.33,435,400,17
9921,4.61,0.1,0.47,435,400,14
9922,4.57,0.07,0.32,435,400,15
9923,4.57,0.05,0.23,436,400,13
9924,4.57,0.1,0.46,434,401,13
9925,4.54,0.08,0.37,434,401,12
9926,4.59,0.04,0.19,435,401,13
9927,4.59,0.03,0.15,434,401,13
9928,4.59,0.01,0.05,434,401,14
9929,4.57,0.05,0.23,435,400,12
9930,4.54,0.06,0.28,434,401,10
9931,4.61,0.09,0.42,433,401,12
9932,4.59,0.08,0.37,435,401,13
9933,4.59,0.04,0.19,436,400,13
9934,4.59,0.09,0.42,434,400,14
9935,4.57,0.09,0.42,434,401,14
9936,4.59,0.11,0.51,436,400,15
9937,4.54,0.03,0.14,437,400,13
9938,4.59,0.04,0.19,436,400,13
9939,4.57,0.08,0.37,437,400,14
9940,4.54,0.07,0.32,435,400,16
9941,4.57,0.09,0.42,435,400,12
9942,4.54,0.05,0.23,435,400,12
9943,4.54,0.11,0.5,436,400,10
9944,4.57,0.04,0.19,434,400,14
9945,4.57,0.08,0.37,434,401,13
9946,4.57,0.03,0.14,436,400,14
9947,4.57,0.07,0.32,434,401,13
9948,4.54,0.05,0.23,437,401,12
9949,4.54,0.04,0.19,436,400,13
9950,4.52,0.08,0.37,437,400,15
9951,4.57,0.08,0.37,436,401,11
9952,4.52,0.06,0.28,437,401,13
9953,4.54,0.05,0.23,435,400,16
9954,4.54,0.02,0.1,435,400,14
9955,4.57,0.07,0.32,435,400,15
9956,4.52,0.08,0.37,437,400,15
9957,4.52,0.07,0.32,435,400,12
9958,4.52,0.07,0.32,436,401,16
9959,4.49,0.1,0.45,436,400,15
9960,4.54,0.08,0.37,435,399,14
9961,4.54,0.08,0.37,435,401,14
9962,4.59,0.08,0.37,437,400,15
9963,4.52,0.08,0.37,435,400,13
9964,4.54,0.09,0.41,434,401,14
9965,4.57,0.05,0.23,437,400,11
9966,4.54,0.07,0.32,434,400,14
9967,4.54,0.05,0.23,435,401,14
9968,4.49,0.06,0.28,435,401,13
9969,4.54,0.05,0.23,435,400,12
9970,4.52,0.05,0.23,434,400,13
9971,4.52,0.08,0.37,434,400,13
9972,4.54,0.08,0.37,436,400,14
9973,4.59,0.07,0.33,435,401,13
9974,4.54,0.07,0.32,434,401,11
9975,4.54,0.06,0.28,435,400,13
9976,4.52,0.06,0.28,435,400,14
9977,4.49,0.06,0.28,435,400,11
9978,4.52,0.07,0.32,435,401,13
9979,4.54,0.08,0.37,436,401,13
9980,4.49,0.02,0.1,434,401,12
9981,4.52,0.07,0.32,437,401,13
9982,4.52,0.07,0.32,435,400,11
9983,4.54,0.13,0.59,434,400,13
9984,4.54,0.06,0.28,437,400,13
9985,4.49,0.08,0.36,439,400,14
9986,4.49,0.07,0.32,435,400,13
9987,4.49,0.04,0.19,435,400,11
9988,4.52,0.08,0.37,438,400,14
9989,4.49,0.08,0.36,434,400,13
9990,4.49,0.08,0.36,434,401,14
9991,4.52,0.04,0.19,437,400,12
9992,4.47,0.02,0.1,436,400,13
9993,4.49,0.03,0.14,436,400,13
9994,4.49,0.09,0.41,437,401,10
9995,4.47,0.07,0.32,435,400,14
9996,4.49,0.09,0.41,435,400,12
9997,4.47,0.03,0.14,434,401,12
9998,4.49,0.05,0.23,437,401,13
9999,4.49,0.05,0.23,432,400,18
10000,4.52,0.05,0.23,435,401,13
10001,4.49,0.03,0.14,437,401,11
